<<<<<<< HEAD
hetero,bayesian
ERR212106,Non-Mix,Non-mix
ERR212107,Mix,Mix
ERR212108,Non-Mix,Non-mix
ERR212109,Non-mix,Non-mix
ERR212110,Non-Mix,Non-mix
ERR212111,Non-Mix,Non-mix
ERR212112,Mix,Mix
ERR212113,Non-Mix,Non-mix
ERR212114,Non-Mix,Non-mix
ERR212115,Non-Mix,Non-mix
ERR212116,Non-Mix,Non-mix
ERR212117,Non-Mix,Non-mix
ERR212118,Non-Mix,Non-mix
ERR212119,Non-Mix,Non-mix
ERR212120,Non-Mix,Non-mix
ERR212124,Non-Mix,Non-mix
ERR212126,Non-Mix,Non-mix
ERR212127,Non-Mix,Non-mix
ERR212128,Non-Mix,Non-mix
ERR212129,Non-Mix,Non-mix
ERR212130,Non-Mix,Non-mix
ERR212131,Non-Mix,Non-mix
ERR212132,Non-Mix,Non-mix
ERR212133,Non-Mix,Non-mix
ERR212134,Mix,Mix
ERR212135,Non-Mix,Non-mix
ERR212136,Non-Mix,Non-mix
ERR212137,Non-Mix,Non-mix
ERR212139,Non-Mix,Non-mix
ERR212140,Non-Mix,Non-mix
ERR212141,Non-Mix,Non-mix
ERR212143,Non-Mix,Non-mix
ERR212144,Non-Mix,Non-mix
ERR212145,Non-Mix,Non-mix
ERR212146,Non-Mix,Non-mix
ERR212147,Non-Mix,Non-mix
ERR212148,Non-Mix,Non-mix
ERR212149,Non-Mix,Non-mix
ERR212150,Non-Mix,Non-mix
ERR212151,Non-Mix,Non-mix
ERR212152,Non-Mix,Non-mix
ERR212153,Non-Mix,Non-mix
ERR212154,Non-Mix,Non-mix
ERR212155,Non-Mix,Non-mix
ERR212157,Non-Mix,Non-mix
ERR212158,Non-Mix,Non-mix
ERR212159,Non-Mix,Non-mix
ERR212160,Non-Mix,Non-mix
ERR212161,Mix,Mix
ERR212162,Non-Mix,Non-mix
ERR212163,Non-Mix,Non-mix
ERR212164,Non-Mix,Non-mix
ERR212165,Mix,Mix
ERR212166,Non-Mix,Non-mix
ERR212167,Non-Mix,Non-mix
ERR212168,Non-Mix,Non-mix
ERR212169,Non-Mix,Non-mix
ERR212170,Non-Mix,Non-mix
ERR212171,Non-Mix,Non-mix
ERR212172,Non-Mix,Non-mix
ERR212173,Non-Mix,Non-mix
ERR212174,Non-Mix,Non-mix
ERR212175,Non-Mix,Non-mix
ERR212176,Non-Mix,Non-mix
ERR212177,Non-Mix,Non-mix
ERR212178,Non-Mix,Non-mix
ERR212179,Non-Mix,Non-mix
ERR212180,Non-Mix,Non-mix
>>>>>>> a17e7e9 (new update)
