1,1.1,1.1.1,1.1.1.1,1.1.2,1.1.3,1.1.3.1,1.1.3.2,1.1.3.3,1.2.1,1.2.2,1.2.2.1,2,2.1,2.2,2.2.1,2.2.1.1,2.2.2,3,3.1.1,3.1.2,3.1.2.1,3.1.2.2,4,4.1,4.1.1,4.1.1.1,4.1.1.2,4.1.1.3,4.1.1.3.1,4.1.2,4.1.2.1,4.1.2.1.1,4.1.3,4.1.4,4.2,4.2.1,4.2.1.1,4.2.2,4.2.2.1,4.2.2.2,4.3,4.3.1,4.3.1.1,4.3.2,4.3.2.1,4.3.3,4.3.4,4.3.4.1,4.3.4.2,4.3.4.2.1,4.4,4.4.1,4.4.1.1,4.4.1.1.1,4.4.1.2,4.5,4.6,4.6.1,4.6.1.1,4.6.1.2,4.6.2,4.6.2.1,4.6.2.2,4.6.3,4.6.4,4.6.5,4.7,4.8,4.8.1,4.8.2,4.8.3,4.9.1,5,6,7,8,9,bov,cap,oryg
C3597682T,C3597682T,C3597682T,C3597682T,C3597682T,C3597682T,C3597682T,C3597682T,C3597682T,C3597682T,C3597682T,C3597682T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2784166G,,C1273368T,G2484734A,,,,G1716872A
A3647591G,A3647591G,A3647591G,A3647591G,A3647591G,A3647591G,A3647591G,A3647591G,A3647591G,A3647591G,A3647591G,A3647591G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2784568G,,G1274955A,G2496846A,,,,C1728407T
C3661802T,C3661802T,C3661802T,C3661802T,C3661802T,C3661802T,C3661802T,C3661802T,C3661802T,C3661802T,C3661802T,C3661802T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2820743G,,C1280079T,G2549490T,,,,C1729178T
G3670118T,G3670118T,G3670118T,G3670118T,G3670118T,G3670118T,G3670118T,G3670118T,G3670118T,G3670118T,G3670118T,G3670118T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2854669G,,T1291650G,G2605942A,,,,C1732305T
G3678091A,G3678091A,G3678091A,G3678091A,G3678091A,G3678091A,G3678091A,G3678091A,G3678091A,G3678091A,G3678091A,G3678091A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2855231G,,A1295399C,C2653268A,,,,G1734398C
G3683237T,G3683237T,G3683237T,G3683237T,G3683237T,G3683237T,G3683237T,G3683237T,G3683237T,G3683237T,G3683237T,G3683237T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2855959A,,G1297084A,G2659647T,,,,T1759230C
C3704261A,C3704261A,C3704261A,C3704261A,C3704261A,C3704261A,C3704261A,C3704261A,C3704261A,C3704261A,C3704261A,C3704261A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2868769A,,C1305129T,G2668377T,,,,C1771565T
C3770325T,C3770325T,C3770325T,C3770325T,C3770325T,C3770325T,C3770325T,C3770325T,C3770325T,C3770325T,C3770325T,C3770325T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2874162A,,C1307140T,A2680787G,,,,G1790815A
G3774506A,G3774506A,G3774506A,G3774506A,G3774506A,G3774506A,G3774506A,G3774506A,G3774506A,G3774506A,G3774506A,G3774506A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2910483T,,T1310963G,G2721475A,,,,T1797375C
A3793634G,A3793634G,A3793634G,A3793634G,A3793634G,A3793634G,A3793634G,A3793634G,A3793634G,A3793634G,A3793634G,A3793634G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2919947C,,G1315186A,G2755156T,,,,G1806205A
G3830566A,G3830566A,G3830566A,G3830566A,G3830566A,G3830566A,G3830566A,G3830566A,G3830566A,G3830566A,G3830566A,G3830566A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2926445A,,C1317045T,C2776401T,,,,G1810542A
A3851084G,A3851084G,A3851084G,A3851084G,A3851084G,A3851084G,A3851084G,A3851084G,A3851084G,A3851084G,A3851084G,A3851084G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2981030C,,C1319586T,G2793772A,,,,G1819985C
G3864041A,G3864041A,G3864041A,G3864041A,G3864041A,G3864041A,G3864041A,G3864041A,G3864041A,G3864041A,G3864041A,G3864041A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2988374T,,T1325990G,G2797514T,,,,C1824487T
C3899654A,C3899654A,C3899654A,C3899654A,C3899654A,C3899654A,C3899654A,C3899654A,C3899654A,C3899654A,C3899654A,C3899654A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2998287G,,C1329168T,C2819656T,,,,G1834363A
G3913737A,G3913737A,G3913737A,G3913737A,G3913737A,G3913737A,G3913737A,G3913737A,G3913737A,G3913737A,G3913737A,G3913737A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3001754T,,C1334310T,C2821795A,,,,T1836454C
G3920109T,G3920109T,G3920109T,G3920109T,G3920109T,G3920109T,G3920109T,G3920109T,G3920109T,G3920109T,G3920109T,G3920109T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3004427A,,G1358592A,G2858167A,,,,G1846080A
C3921094T,C3921094T,C3921094T,C3921094T,C3921094T,C3921094T,C3921094T,C3921094T,C3921094T,C3921094T,C3921094T,C3921094T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3035033T,,G1365895A,G2862497T,,,,G1865906A
G3974142A,G3974142A,G3974142A,G3974142A,G3974142A,G3974142A,G3974142A,G3974142A,G3974142A,G3974142A,G3974142A,G3974142A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3037048T,,C1373735A,C2893585T,,,,G1886745T
G3984926A,G3984926A,G3984926A,G3984926A,G3984926A,G3984926A,G3984926A,G3984926A,G3984926A,G3984926A,G3984926A,G3984926A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3050362A,,C1388427T,G2912722A,,,,C1904204G
C4003645T,C4003645T,C4003645T,C4003645T,C4003645T,C4003645T,C4003645T,C4003645T,C4003645T,C4003645T,C4003645T,C4003645T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3051911A,,C1395587T,C2940079A,,,,C1904740T
C4014431T,C4014431T,C4014431T,C4014431T,C4014431T,C4014431T,C4014431T,C4014431T,C4014431T,C4014431T,C4014431T,C4014431T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3098714C,,G1396792T,G2945655A,,,,T1904816C
G4022652A,G4022652A,G4022652A,G4022652A,G4022652A,G4022652A,G4022652A,G4022652A,G4022652A,G4022652A,G4022652A,G4022652A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3100625A,,G1415259A,G2947235A,,,,C1904982A
A4040517G,A4040517G,A4040517G,A4040517G,A4040517G,A4040517G,A4040517G,A4040517G,A4040517G,A4040517G,A4040517G,A4040517G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3106231T,,T1416977C,G2985534A,,,,T1912317C
C4069797T,C4069797T,C4069797T,C4069797T,C4069797T,C4069797T,C4069797T,C4069797T,C4069797T,C4069797T,C4069797T,C4069797T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3108299G,,A1429541G,G3024592A,,,,T1919886C
G4077177A,G4077177A,G4077177A,G4077177A,G4077177A,G4077177A,G4077177A,G4077177A,G4077177A,G4077177A,G4077177A,G4077177A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3115746A,,C1430596T,G3025013A,,,,C1950172T
G4081987C,G4081987C,G4081987C,G4081987C,G4081987C,G4081987C,G4081987C,G4081987C,G4081987C,G4081987C,G4081987C,G4081987C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3148511G,,C1434990T,C3056818A,,,,C1952606T
G4081996C,G4081996C,G4081996C,G4081996C,G4081996C,G4081996C,G4081996C,G4081996C,G4081996C,G4081996C,G4081996C,G4081996C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3151813A,,C1436780G,G3106036T,,,,C1952724G
T4083360G,T4083360G,T4083360G,T4083360G,T4083360G,T4083360G,T4083360G,T4083360G,T4083360G,T4083360G,T4083360G,T4083360G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3157540C,,G1440409A,G3107087A,,,,C1969154A
G4085200C,G4085200C,G4085200C,G4085200C,G4085200C,G4085200C,G4085200C,G4085200C,G4085200C,G4085200C,G4085200C,G4085200C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3158512A,,C1444492T,G3142481A,,,,C1969204T
G4093719A,G4093719A,G4093719A,G4093719A,G4093719A,G4093719A,G4093719A,G4093719A,G4093719A,G4093719A,G4093719A,G4093719A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3159164A,,C1463776T,G3144735A,,,,A1971609G
G4096190A,G4096190A,G4096190A,G4096190A,G4096190A,G4096190A,G4096190A,G4096190A,G4096190A,G4096190A,G4096190A,G4096190A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3214120G,,C1467505T,C3179507T,,,,T1973114C
C4106154T,C4106154T,C4106154T,C4106154T,C4106154T,C4106154T,C4106154T,C4106154T,C4106154T,C4106154T,C4106154T,C4106154T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3265806G,,C1502798T,C3227878T,,,,A1973138G
G4115029A,G4115029A,G4115029A,G4115029A,G4115029A,G4115029A,G4115029A,G4115029A,G4115029A,G4115029A,G4115029A,G4115029A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3286789A,,G1506094A,G3227960T,,,,G2002663A
T4126087G,T4126087G,T4126087G,T4126087G,T4126087G,T4126087G,T4126087G,T4126087G,T4126087G,T4126087G,T4126087G,T4126087G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3297989C,,C1513250T,C3247581A,,,,C2016256T
G4133907A,G4133907A,G4133907A,G4133907A,G4133907A,G4133907A,G4133907A,G4133907A,G4133907A,G4133907A,G4133907A,G4133907A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3309071A,,A1515388C,G3285201A,,,,C2054026A
G4163558C,G4163558C,G4163558C,G4163558C,G4163558C,G4163558C,G4163558C,G4163558C,G4163558C,G4163558C,G4163558C,G4163558C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3309916A,,C1516704T,G3286392A,,,,C2060962T
G4187063A,G4187063A,G4187063A,G4187063A,G4187063A,G4187063A,G4187063A,G4187063A,G4187063A,G4187063A,G4187063A,G4187063A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3320271T,,G1518078A,C3295169A,,,,T2069383C
A4241042G,A4241042G,A4241042G,A4241042G,A4241042G,A4241042G,A4241042G,A4241042G,A4241042G,A4241042G,A4241042G,A4241042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3345427G,,T1534767G,G3300062A,,,,A2070327G
C4245969T,C4245969T,C4245969T,C4245969T,C4245969T,C4245969T,C4245969T,C4245969T,C4245969T,C4245969T,C4245969T,C4245969T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3391138A,,C1536424T,G3361394A,,,,G2076692A
C4276306T,C4276306T,C4276306T,C4276306T,C4276306T,C4276306T,C4276306T,C4276306T,C4276306T,C4276306T,C4276306T,C4276306T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3399945G,,G1540364A,G3362522A,,,,T2078567C
C4280441A,C4280441A,C4280441A,C4280441A,C4280441A,C4280441A,C4280441A,C4280441A,C4280441A,C4280441A,C4280441A,C4280441A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3416432A,,C1561245T,C3370174A,,,,C2084450T
G4281272A,G4281272A,G4281272A,G4281272A,G4281272A,G4281272A,G4281272A,G4281272A,G4281272A,G4281272A,G4281272A,G4281272A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3416630A,,G1570300T,G3408464A,,,,A2093412T
G4296381T,G4296381T,G4296381T,G4296381T,G4296381T,G4296381T,G4296381T,G4296381T,G4296381T,G4296381T,G4296381T,G4296381T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3433326T,,G1570380A,C3420658A,,,,C2093618A
C4307344G,C4307344G,C4307344G,C4307344G,C4307344G,C4307344G,C4307344G,C4307344G,C4307344G,C4307344G,C4307344G,C4307344G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3496002G,,C1575188T,G3449865A,,,,T2096450C
G4314843A,G4314843A,G4314843A,G4314843A,G4314843A,G4314843A,G4314843A,G4314843A,G4314843A,G4314843A,G4314843A,G4314843A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3499247T,,C1577475A,G3455582A,,,,C2119821T
G4357773A,G4357773A,G4357773A,G4357773A,G4357773A,G4357773A,G4357773A,G4357773A,G4357773A,G4357773A,G4357773A,G4357773A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3506470A,,C1583387T,G3462106A,,,,C2123847T
C4357946T,C4357946T,C4357946T,C4357946T,C4357946T,C4357946T,C4357946T,C4357946T,C4357946T,C4357946T,C4357946T,C4357946T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3591661T,,C1584108T,G3469397A,,,,G2124303C
A4390380G,A4390380G,A4390380G,A4390380G,A4390380G,A4390380G,A4390380G,A4390380G,A4390380G,A4390380G,A4390380G,A4390380G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3630235A,,G1588861A,C3472530T,,,,G2125968C
G4398732A,G4398732A,G4398732A,G4398732A,G4398732A,G4398732A,G4398732A,G4398732A,G4398732A,G4398732A,G4398732A,G4398732A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3651849G,,G1595934C,G3497045A,,,,C2128540G
A4401400G,A4401400G,A4401400G,A4401400G,A4401400G,A4401400G,A4401400G,A4401400G,A4401400G,A4401400G,A4401400G,A4401400G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3656289G,,A1608935G,G3498309A,,,,G2129750T
G4410386T,G4410386T,G4410386T,G4410386T,G4410386T,G4410386T,G4410386T,G4410386T,G4410386T,G4410386T,G4410386T,G4410386T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3658226A,,C1610350T,G3498595A,,,,T2148068C
,G117295A,G117295A,G117295A,G117295A,G117295A,G117295A,G117295A,G117295A,C41151A,G20407A,G20407A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3684169A,,C1613708T,C3518719A,,,,G2149049A
,C281208T,C281208T,C281208T,C281208T,C281208T,C281208T,C281208T,C281208T,C303414T,C77469T,C77469T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3705776T,,G1614979C,G3531578A,,,,C2154707G
,G406389A,G406389A,G406389A,G406389A,G406389A,G406389A,G406389A,G406389A,C445400T,A154051G,A154051G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3778148A,,C1620192T,G3575709A,,,,T2159502C
,G423334A,G423334A,G423334A,G423334A,G423334A,G423334A,G423334A,G423334A,A495198G,G227386T,G227386T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3780715C,,C1624388T,G3597331A,,,,C2161877T
,C705570T,C705570T,C705570T,C705570T,C705570T,C705570T,C705570T,C705570T,A638558C,G552361A,G552361A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3790652T,,T1627489C,G3612540A,,,,C2171499G
,C745876G,C745876G,C745876G,C745876G,C745876G,C745876G,C745876G,C745876G,C639835T,T866827C,T866827C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3790693T,,G1649476T,C3625413A,,,,T2175382C
,C1545119T,C1545119T,C1545119T,C1545119T,C1545119T,C1545119T,C1545119T,C1545119T,C654996T,A886348G,A886348G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3835102T,,G1656971T,G3644565T,,,,G2184017C
,A1814135G,A1814135G,A1814135G,A1814135G,A1814135G,A1814135G,A1814135G,A1814135G,G835526A,G952984A,G952984A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3840932A,,C1678309T,G3702750T,,,,T2185102C
,A1839306G,A1839306G,A1839306G,A1839306G,A1839306G,A1839306G,A1839306G,A1839306G,C864166T,G1018811A,G1018811A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3864816T,,A1690140C,C3720541T,,,,G2187717A
,C4024967G,C4024967G,C4024967G,C4024967G,C4024967G,C4024967G,C4024967G,C4024967G,G990383A,A1033573G,A1033573G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3866953G,,C1699495T,C3792663A,,,,C2205429G
,C4054364T,C4054364T,C4054364T,C4054364T,C4054364T,C4054364T,C4054364T,C4054364T,A1070381G,G1072628A,G1072628A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3870238G,,A1708170G,G3798461A,,,,G2235472A
,G4243848A,G4243848A,G4243848A,G4243848A,G4243848A,G4243848A,G4243848A,G4243848A,C1099212T,G1188232A,G1188232A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3872171A,,C1714913T,G3807382A,,,,A2247508T
,T4286156C,T4286156C,T4286156C,T4286156C,T4286156C,T4286156C,T4286156C,T4286156C,A1136017G,A1214118G,A1214118G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3875633G,,C1734985T,G3830815A,,,,C2257214T
,G4369848A,G4369848A,G4369848A,G4369848A,G4369848A,G4369848A,G4369848A,G4369848A,G1315746A,G1365430C,G1365430C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3882025A,,G1761299T,C3833720A,,,,C2260673G
,G4404247A,G4404247A,G4404247A,G4404247A,G4404247A,G4404247A,G4404247A,G4404247A,G1363194A,G1677267A,G1677267A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3902782G,,G1761813C,G3978220A,,,,G2261476A
,,G55069C,G55069C,C6124T,C15177G,C15177G,C15177G,C15177G,C1478222G,G1805690A,G1805690A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3909589A,,C1791504T,G3985342A,,,,C2267329T
,,C192924A,C192924A,A55418G,T212674G,T212674G,T212674G,T212674G,C1553855T,G1971673A,G1971673A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3919261T,,G1791537A,G4000124A,,,,T2269796C
,,T278189C,T278189C,G170755T,C280294T,C280294T,C280294T,C280294T,C1668914G,G2047874A,G2047874A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3923267C,,C1799774T,C4017095T,,,,T2275820G
,,C289300T,C289300T,G199857A,A286580T,A286580T,A286580T,A286580T,G1712671A,C2119694T,C2119694T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3956535T,,T1824531C,C4019001T,,,,A2282095C
,,G313425T,G313425T,A358926C,G317045A,G317045A,G317045A,G317045A,C1964913T,C2191428T,C2191428T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3986987T,,C1826523T,G4027800T,,,,G2296230A
,,C485631T,C485631T,G465697C,G496840A,G496840A,G496840A,G496840A,G2239160C,G2284848A,G2284848A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G4006943A,,G1827492C,G4070103A,,,,G2296634T
,,C529363T,C529363T,C499196T,C577289T,C577289T,C577289T,C577289T,G2278507A,C2330343A,C2330343A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4008252T,,C1867937T,G4071303A,,,,A2297109G
,,C870112T,C870112T,G559350A,G765230A,G765230A,G765230A,G765230A,C2282130A,G2332153A,G2332153A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4008863C,,G1882533A,G4074512A,,,,T2298548A
,,C1016131A,C1016131A,C565415T,G832072C,G832072C,G832072C,G832072C,C2324087A,G2355363T,G2355363T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G4011992A,,C1886993T,C4096498A,,,,C2305018T
,,T1039981C,T1039981C,G567446A,C852641T,C852641T,C852641T,C852641T,C2672514G,C2501007T,C2501007T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4041899G,,G1890146C,G4098824A,,,,G2305205C
,,C1261056T,C1261056T,C569045T,A877055C,A877055C,A877055C,A877055C,G2867547A,G2751502T,G2751502T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4080434T,,C1896923T,G4131023A,,,,G2308217A
,,C1399129T,C1399129T,A685153G,G1144221A,G1144221A,G1144221A,G1144221A,G2912061A,G2763624A,G2763624A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G4086604A,,G1900919A,G4136746A,,,,G2309820C
,,C1769780T,C1769780T,G711155A,C1293121T,C1293121T,C1293121T,C1293121T,C3285318T,T3001053C,T3001053C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4113005T,,C1908737T,G4155179A,,,,G2318273T
,,T1924765C,T1924765C,G794482C,G1491275A,G1491275A,G1491275A,G1491275A,A3339417G,C3049806T,C3049806T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4119114G,,A1910450G,G4162382A,,,,G2318549A
,,C2063106T,C2063106T,G856563T,C1697460T,C1697460T,C1697460T,C1697460T,G3352933A,G3052353A,G3052353A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G4123724A,,C1916605T,G4166096A,,,,A2328273G
,,G2078024A,G2078024A,C1073716T,C1721745T,C1721745T,C1721745T,C1721745T,T3398940C,A3183210G,A3183210G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4128879G,,A1918281C,C4176813A,,,,A2332128G
,,G2772960A,G2772960A,T1195358G,G1967975A,G1967975A,G1967975A,G1967975A,C3400230T,G3429876C,G3429876C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G4134401A,,G1923599T,G4180897A,,,,G2333724A
,,T2907840G,T2907840G,C1281307T,G2580759A,G2580759A,G2580759A,G2580759A,C3504418T,C3458422A,C3458422A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4144371C,,A1927528C,C4205160A,,,,G2361455A
,,G3021283A,G3021283A,A1361350C,G2581971A,G2581971A,G2581971A,G2581971A,G3974868A,T3470324C,T3470324C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G4189191T,,C1934970T,G4210592A,,,,G2369128C
,,C3220545T,C3220545T,G1397199A,G2890112A,G2890112A,G2890112A,G2890112A,C4014376A,C3517413T,C3517413T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4192797C,,A1942672G,G4216210A,,,,G2378822A
