Sample_id,MixInfect,bayesian,Demixer,0,avg,long_bar,mean,,,,,,,,,,
ERR161122,Mix,Mix,Mix,high,0.08,695,0.079966708,1.2.2.1,4.3.4.2.1,,,,0.96,0.04,,,
ERR161123,Mix,Mix,Mix,high,0.15,581,0.128711965,1.2.2.1,4.3.4.2.1,,,,0.87,0.13,,,
ERR161127,Non-Mix,Non-mix,Non-Mix,medium,0.14,261,0.108695652,4.3.4.2.1,,,,,1,,,,
ERR161129,Non-Mix,Non-mix,Non-Mix,medium,0.07,285,0.089090909,1.1.3.2,,,,,1,,,,
ERR161130,Non-Mix,Non-mix,Non-Mix,medium,0.11,284,0.093566869,4.3.4.2.1,,,,,1,,,,
ERR161131,Non-Mix,Non-mix,Non-Mix,medium,0.12,271,0.098719038,1.2.2,,,,,1,,,,
ERR161132,Non-Mix,Non-mix,Non-Mix,high,0.14,185,0.098542699,4.3.4.2.1,,,,,1,,,,
ERR161133,Non-Mix,Non-mix,Non-Mix,medium,0.09,270,0.099689441,1.1.2,,,,,1,,,,
ERR161134,Non-mix,Non-mix,Non-Mix,medium,0.09,233,0.098487395,4.3.4.2.1,,,,,1,,,,
ERR161135,Non-Mix,Non-mix,Non-Mix,medium,0.1,253,0.097878715,4.3.4.2.1,,,,,1,,,,
ERR161136,Non-Mix,Non-mix,Non-Mix,medium,0.1,269,0.091965241,4,,,,,1,,,,
ERR161137,Non-Mix,Non-mix,Non-Mix,medium,0.12,243,0.103950633,4.3.4.2.1,,,,,1,,,,
ERR161138,Non-Mix,Non-mix,Non-Mix,medium,0.1,251,0.101136174,1.2.2.1,,,,,1,,,,
ERR161139,Non-Mix,Non-mix,Non-Mix,medium,0.12,224,0.105055617,4.3.4.1,,,,,1,,,,
ERR161140,Non-Mix,Non-mix,Non-Mix,medium,0.1,276,0.097041624,4.3.4.2.1,,,,,1,,,,
ERR161141,Non-Mix,Non-mix,Non-Mix,high,0.12,152,0.095250896,4.3.4.1,,,,,1,,,,
ERR161142,Non-Mix,Non-mix,Non-Mix,medium,0.09,248,0.094924242,4,,,,,1,,,,
ERR161143,Non-Mix,Non-mix,Non-Mix,medium,0.09,265,0.089689529,4.3.4.2.1,,,,,1,,,,
ERR161144,Non-Mix,Non-mix,Non-Mix,medium,0.12,305,0.084917545,1.2.2.1,,,,,1,,,,
ERR161145,Non-Mix,Non-mix,Non-Mix,medium,0.11,276,0.102427184,3.1.1,,,,,1,,,,
ERR161146,Non-Mix,Non-mix,Non-Mix,high,0.1,211,0.095542047,4.3.4.2.1,,,,,1,,,,
ERR161147,Non-Mix,Non-mix,Non-Mix,medium,0.12,227,0.102045505,4.3.4.2.1,,,,,1,,,,
ERR161148,Non-Mix,Non-mix,Non-Mix,medium,0.1,231,0.097839948,4.3.4.2.1,,,,,1,,,,
ERR161149,Non-Mix,Non-mix,Mix,high,0.1,505,0.098395722,4.3.4.2.1,4.4.1.2,,,,0.95,0.05,,,
ERR161150,Non-Mix,Non-mix,Non-Mix,medium,0.1,226,0.104168412,4.3.4.2.1,,,,,1,,,,
ERR161151,Non-Mix,Non-mix,Non-Mix,medium,0.08,243,0.077815521,4.3.4.2.1,,,,,1,,,,
ERR161152,Non-Mix,Non-mix,Non-Mix,medium,0.11,255,0.09702381,4.3.4.2.1,,,,,1,,,,
ERR161153,Non-Mix,Non-mix,Non-Mix,medium,0.11,274,0.099639048,4.3.4.2.1,,,,,1,,,,
ERR161154,Non-Mix,Non-mix,Non-Mix,medium,0.12,284,0.094668874,4.3.3,,,,,1,,,,
ERR161156,Non-Mix,Non-mix,Non-Mix,high,0.11,216,0.087696268,4.3.4.2.1,,,,,1,,,,
ERR161157,Non-Mix,Non-mix,Non-Mix,high,0.12,215,0.101552795,4.3.4.2.1,,,,,1,,,,
ERR161158,Non-Mix,Non-mix,Non-Mix,medium,0.1,256,0.092363561,4.3.4.2.1,,,,,1,,,,
ERR161159,Non-Mix,Non-mix,Non-Mix,medium,0.11,259,0.085870688,4.8,,,,,1,,,,
ERR161160,Non-Mix,Non-mix,Non-Mix,high,0.11,201,0.111275315,4.3.4.2.1,,,,,1,,,,
ERR161161,Non-Mix,Non-mix,Non-Mix,high,0.15,200,0.092179592,1.1.3.2,,,,,1,,,,
ERR161162,Non-Mix,Non-mix,Non-Mix,high,0.11,213,0.113504464,4.3.4.2.1,,,,,1,,,,
ERR161163,Non-Mix,Non-mix,Non-Mix,high,0.1,209,0.093105151,4.3.4.2.1,,,,,1,,,,
ERR161164,Non-Mix,Non-mix,Non-Mix,medium,0.12,260,0.097368421,4.3.4.2.1,,,,,1,,,,
ERR161165,Non-mix,Non-mix,Non-Mix,high,0.1,204,0.097088906,4.3.4.2.1,,,,,1,,,,
ERR161166,Non-Mix,Non-mix,Non-Mix,medium,0.1,265,0.097349947,4.3.4.2.1,,,,,1,,,,
ERR161167,Non-Mix,Non-mix,Non-Mix,medium,0.12,310,0.091721854,3.1.1,,,,,1,,,,
ERR161168,Non-Mix,Non-mix,Non-Mix,high,0.11,205,0.113843236,4.3.4.2.1,,,,,1,,,,
ERR161169,Non-Mix,Non-mix,Non-Mix,medium,0.12,261,0.097663802,3.1.1,,,,,1,,,,
ERR161170,Mix,Mix,Non-Mix,high,0.19,30,0.196,4.3.4.1,,,,,1,,,,
ERR161171,Non-mix,Non-mix,Non-Mix,high,0.12,204,0.106693137,4.9.1,,,,,1,,,,
ERR161172,Non-Mix,Non-mix,Non-Mix,high,0.12,193,0.105818966,4.3.4.2.1,,,,,1,,,,
ERR161173,Mix,Mix,Non-Mix,high,0.27,28,0.2375,4.3.4.2.1,,,,,1,,,,
ERR161175,Non-Mix,Non-mix,Non-Mix,high,0.12,180,0.112934363,4.3.4.2.1,,,,,1,,,,
ERR161176,Mix,Mix,Mix,medium,0.11,275,0.090647311,4.3.4.2.1,4.8,,,,0.99,0.01,,,
ERR161177,Non-Mix,Non-mix,Non-Mix,medium,0.12,218,0.0982348,4.1.1.3,,,,,1,,,,
ERR161178,Non-mix,Non-mix,Non-Mix,medium,0.12,230,0.105583333,4.3.4.2.1,,,,,1,,,,
ERR161179,Non-Mix,Non-mix,Non-Mix,medium,0.1,241,0.101446792,4.1.1.3,,,,,1,,,,
ERR161180,Non-Mix,Non-mix,Non-Mix,medium,0.12,296,0.091116751,1.2.2,,,,,1,,,,
ERR161181,Non-Mix,Non-mix,Non-Mix,medium,0.08,294,0.079656598,1.1.3.2,,,,,1,,,,
ERR161182,Non-Mix,Non-mix,Non-Mix,medium,0.11,274,0.091693364,4.3.4.2.1,,,,,1,,,,
ERR161183,Non-Mix,Non-mix,Non-Mix,medium,0.09,236,0.09090217,4.3.4.2.1,,,,,1,,,,
ERR161184,Mix,Mix,Non-Mix,high,0.21,34,0.196642818,4.3.4.2.1,,,,,1,,,,
ERR161185,Non-Mix,Non-mix,Non-Mix,high,0.1,208,0.111698595,4.3.4.2.1,,,,,1,,,,
ERR161186,Non-Mix,Non-mix,Non-Mix,high,0.12,213,0.092427184,4.3.4.2.1,,,,,1,,,,
ERR161187,Non-Mix,Non-mix,Non-Mix,high,0.09,181,0.088810742,4.3.4.2.1,,,,,1,,,,
ERR161188,Non-Mix,Non-mix,Non-Mix,medium,0.11,267,0.091700024,4.3.4.2.1,,,,,1,,,,
ERR161189,Non-Mix,Non-mix,Non-Mix,medium,0.12,247,0.099541284,4.3.4.2.1,,,,,1,,,,
ERR161190,Non-Mix,Non-mix,Non-Mix,medium,0.08,292,0.086724521,1.1.3.2,,,,,1,,,,
ERR161191,Non-Mix,Non-mix,Non-Mix,medium,0.07,291,0.090398477,4.3.4.2.1,,,,,1,,,,
ERR161192,Non-Mix,Non-mix,Non-Mix,medium,0.1,222,0.102941176,3.1.1,,,,,1,,,,
ERR161193,Non-Mix,Non-mix,Non-Mix,medium,0.09,263,0.090072133,4.3.4.2.1,,,,,1,,,,
ERR161194,Mix,Mix,Mix,high,0.1,522,0.102013961,2.2.1,4.3.4.2.1,,,,0.1,0.9,,,
ERR161195,Mix,Mix,Mix,medium,0.11,274,0.09369956,4.3.4.1,4.3.4.2.1,,,,0.96,0.04,,,
ERR161196,Non-Mix,Non-mix,Non-Mix,medium,0.1,286,0.089563636,4.9.1,,,,,1,,,,
ERR161197,Non-mix,Non-mix,Non-Mix,medium,0.1,277,0.090890391,4.3.4.2.1,,,,,1,,,,
ERR161198,Non-mix,Non-mix,Non-Mix,medium,0.11,259,0.097154699,3.1.1,,,,,1,,,,
ERR161199,Non-Mix,Non-mix,Non-Mix,medium,0.09,256,0.088123069,3.1.1,,,,,1,,,,
ERR161200,Non-Mix,Non-mix,Non-Mix,medium,0.1,289,0.09107628,3.1.1,,,,,1,,,,
ERR161201,Non-Mix,Non-mix,Non-Mix,high,0.12,161,0.129123649,1.1.3.2,,,,,1,,,,
ERR161202,Non-mix,Non-mix,Non-Mix,medium,0.09,241,0.092313665,4.3.4.2.1,,,,,1,,,,
ERR161203,Non-Mix,Non-mix,Non-Mix,medium,0.07,269,0.084368192,4.3.4.2.1,,,,,1,,,,
ERR163928,Non-Mix,Non-mix,Non-Mix,medium,0.09,323,0.088650307,4.3.4.2.1,,,,,1,,,,
ERR163929,Non-Mix,Non-mix,Non-Mix,medium,0.08,359,0.084333018,4.3.2.1,,,,,1,,,,
ERR163930,Non-Mix,Non-mix,Non-Mix,medium,0.08,360,0.068833476,4.4.1.1,,,,,1,,,,
ERR163931,Non-Mix,Non-mix,Non-Mix,low,0.11,422,0.072419929,4.1.1.3,,,,,1,,,,
ERR163932,Mix,Mix,Mix,medium,0.08,312,0.09785124,1.1.2,4.3.3,,,,0.99,0.01,,,
ERR163933,Non-Mix,Non-mix,Non-Mix,medium,0.11,243,0.10025641,4.3.4.2.1,,,,,1,,,,
ERR163934,Non-Mix,Non-mix,Non-Mix,medium,0.07,283,0.070602828,4.3.4.2.1,,,,,1,,,,
ERR163936,Non-Mix,Non-mix,Non-Mix,medium,0.1,252,0.096253844,4.3.4.1,,,,,1,,,,
ERR163937,Non-Mix,Non-mix,Non-Mix,low,0.09,394,0.074392376,4.1.2,,,,,1,,,,
ERR163938,Non-Mix,Non-mix,Mix,high,0.07,417,0.061590437,3.1.1,4.1.1.3,,,,0.01,0.99,,,
ERR163939,Non-Mix,Non-mix,Non-Mix,medium,0.08,311,0.088201929,3.1.1,,,,,1,,,,
ERR163940,Mix,Mix,Mix,high,0.06,756,0.051415249,1.1.2,1.1.3,1.2.2,4.4.1.1,,0.04,0.01,0.03,0.92,
ERR163941,Non-mix,Non-mix,Non-Mix,medium,0.09,267,0.093610548,4.3.4.2.1,,,,,1,,,,
ERR163942,Mix,Mix,Mix,high,0.08,443,0.065476807,4.3.4.2.1,4.4.1.1,,,,0.06,0.94,,,
ERR163943,Mix,Mix,Mix,high,0.12,762,0.096153846,1.1.2,4.1.2,4.3.4.2.1,4.4.1.1,,0.16,0.01,0.78,0.05,
ERR163944,Non-Mix,Non-mix,Non-Mix,medium,0.09,274,0.062236842,4.3.4.2.1,,,,,1,,,,
ERR163945,Non-Mix,Non-mix,Non-Mix,low,0.09,427,0.072366796,3,,,,,1,,,,
ERR163946,Non-Mix,Non-mix,Non-Mix,medium,0.12,281,0.096437836,4.4.1.1,,,,,1,,,,
ERR163947,Mix,Mix,Mix,medium,0.13,245,0.105900621,1.1.2,1.2.2,,,,0.55,0.45,,,
ERR163949,Non-Mix,Non-mix,Non-Mix,medium,0.09,319,0.088148148,4.1.1.3,,,,,1,,,,
ERR163950,Non-Mix,Non-mix,Non-Mix,medium,0.08,361,0.072583068,4.3.4.2.1,,,,,1,,,,
ERR163952,Non-mix,Non-mix,Non-Mix,medium,0.11,302,0.091334257,1.1.3.2,,,,,1,,,,
ERR163953,Non-Mix,Non-mix,Non-Mix,medium,0.1,302,0.07927128,4.3.4.2.1,,,,,1,,,,
ERR163954,Mix,Mix,Non-Mix,high,0.15,199,0.095762712,1.1.2,,,,,1,,,,
ERR163955,Non-Mix,Non-mix,Non-Mix,medium,0.09,244,0.105670103,4.3.4.2.1,,,,,1,,,,
ERR163956,Non-Mix,Non-mix,Non-Mix,medium,0.11,272,0.102707771,4.3.4.2.1,,,,,1,,,,
ERR163957,Non-Mix,Non-mix,Non-Mix,medium,0.11,257,0.084630152,4.1.2,,,,,1,,,,
ERR163958,Non-mix,Non-mix,Non-Mix,medium,0.12,245,0.107118644,4.3.4.2.1,,,,,1,,,,
ERR163959,Non-Mix,Non-mix,Non-Mix,high,0.12,217,0.098026133,2.2.1,,,,,1,,,,
ERR163960,Non-Mix,Non-mix,Non-Mix,high,0.11,207,0.10030141,4.3.3,,,,,1,,,,
ERR163961,Non-mix,Non-mix,Non-Mix,high,0.1,207,0.096956522,3,,,,,1,,,,
ERR163963,Non-Mix,Non-mix,Non-Mix,low,0.09,428,0.070689655,1.2.2.1,,,,,1,,,,
ERR163965,Non-Mix,Non-mix,Mix,high,0.1,524,0.107446809,4.3.4.2.1,4.4.1.2,,,,0.94,0.06,,,
ERR163967,Non-Mix,Non-mix,Non-Mix,medium,0.1,229,0.101768707,4.3.4.2.1,,,,,1,,,,
ERR163968,Non-Mix,Non-mix,Non-Mix,medium,0.1,235,0.094166049,4.3.4.2.1,,,,,1,,,,
ERR163969,Non-Mix,Non-mix,Non-Mix,high,0.12,206,0.093492823,4.8,,,,,1,,,,
ERR163970,Non-Mix,Non-mix,Non-Mix,high,0.17,117,0.147615554,4.6.1.2,,,,,1,,,,
ERR163971,Mix,Mix,Mix,medium,0.09,370,0.085435576,1.1.3.2,4.3.3,,,,0.02,0.98,,,
ERR163972,Non-Mix,Non-mix,Non-Mix,medium,0.11,274,0.077102079,1.1.3.2,,,,,1,,,,
ERR163973,Non-Mix,Non-mix,Non-Mix,low,0.09,406,0.075931106,3.1.1,,,,,1,,,,
ERR163974,Non-Mix,Non-mix,Non-Mix,medium,0.1,314,0.099444444,3.1.1,,,,,1,,,,
ERR163975,Non-Mix,Non-mix,Non-Mix,medium,0.08,338,0.063364086,4.3.4.2.1,,,,,1,,,,
ERR163976,Non-Mix,Non-mix,Non-Mix,medium,0.09,332,0.081219587,3,,,,,1,,,,
ERR163977,Non-Mix,Non-mix,Non-Mix,low,0.09,409,0.078425769,4.6.1.2,,,,,1,,,,
ERR163978,Non-Mix,Non-mix,Non-Mix,medium,0.12,342,0.088095238,3.1.1,,,,,1,,,,
ERR163979,Non-Mix,Non-mix,Non-Mix,medium,0.1,250,0.09809122,4.6.1.1,,,,,1,,,,
ERR163980,Non-Mix,Non-mix,Non-Mix,medium,0.12,239,0.0745359,1.1.2,,,,,1,,,,
ERR163981,Non-Mix,Non-mix,Non-Mix,medium,0.08,307,0.089539228,4.3.4.2.1,,,,,1,,,,
ERR163982,Non-Mix,Non-mix,Non-Mix,high,0.11,213,0.108080155,1.1.3.2,,,,,1,,,,
ERR163983,Non-Mix,Non-mix,Non-Mix,medium,0.1,245,0.10625,4.3.4.2.1,,,,,1,,,,
ERR163984,Non-Mix,Non-mix,Non-Mix,medium,0.1,271,0.090647482,4.3.4.2.1,,,,,1,,,,
ERR163986,Mix,Mix,Mix,high,0.09,396,0.08159295,3.1.1,4.1.2,,,,0.01,0.99,,,
ERR163988,Non-Mix,Non-mix,Non-Mix,high,0.12,173,0.103465347,4.1.2,,,,,1,,,,
ERR163990,Non-Mix,Non-mix,Non-Mix,medium,0.1,239,0.106448404,2.2.1,,,,,1,,,,
ERR163991,Non-Mix,Non-mix,Non-Mix,medium,0.11,268,0.09322884,4,,,,,1,,,,
ERR163992,Non-Mix,Non-mix,Non-Mix,medium,0.12,277,0.098079859,4.3.4.1,,,,,1,,,,
ERR163993,Non-Mix,Non-mix,Non-Mix,medium,0.09,370,0.065985029,4,,,,,1,,,,
ERR163995,Non-Mix,Non-mix,Non-Mix,medium,0.09,273,0.100453298,4.3.3,,,,,1,,,,
ERR163996,Mix,Mix,Mix,high,0.09,376,0.081310608,4.1.2,4.3.4.2.1,,,,0.98,0.02,,,
ERR163997,Non-Mix,Non-mix,Non-Mix,medium,0.1,318,0.083089431,4.3.4.2.1,,,,,1,,,,
ERR163998,Non-Mix,Non-mix,Non-Mix,medium,0.09,343,0.075534991,4.3.4.2.1,,,,,1,,,,
ERR163999,Non-Mix,Non-mix,Non-Mix,low,0.09,386,0.076000931,4.3.4.2.1,,,,,1,,,,
ERR164000,Non-Mix,Non-mix,Non-Mix,low,0.07,387,0.070847107,1.1.3.2,,,,,1,,,,
ERR164001,Non-Mix,Non-mix,Non-Mix,medium,0.1,299,0.097972973,4.3.4.2.1,,,,,1,,,,
ERR164002,Non-Mix,Non-mix,Non-Mix,medium,0.09,316,0.088414634,1.1.2,,,,,1,,,,
ERR164003,Non-Mix,Non-mix,Non-Mix,medium,0.12,242,0.11027668,4.3.4.2.1,,,,,1,,,,
ERR164005,Non-Mix,Non-mix,Non-Mix,medium,0.11,282,0.09224077,1.1.3.2,,,,,1,,,,
ERR164006,Non-Mix,Non-mix,Non-Mix,medium,0.08,356,0.078128314,4.6.1.2,,,,,1,,,,
ERR164007,Mix,Mix,Mix,medium,0.08,327,0.08977727,1.1.3.2,4.3.4.2.1,4.6,4.9.1,,0.01,0.02,0.01,0.96,
ERR164008,Non-Mix,Non-mix,Non-Mix,medium,0.1,332,0.071542378,4.3.4.2.1,,,,,1,,,,
ERR164009,Non-Mix,Non-mix,Non-Mix,medium,0.08,360,0.077397554,4.3.4.1,,,,,1,,,,
ERR164010,Non-Mix,Non-mix,Non-Mix,medium,0.07,303,0.078547659,4.3.4.2.1,,,,,1,,,,
ERR164011,Non-Mix,Non-mix,Non-Mix,low,0.09,422,0.068006021,3.1.1,,,,,1,,,,
ERR164012,Non-Mix,Non-mix,Non-Mix,medium,0.1,327,0.075365338,4.4.1.1,,,,,1,,,,
ERR164013,Non-Mix,Non-mix,Mix,high,0.09,388,0.081014261,4.4.1.1,4.4.1.2,,,,0.47,0.53,,,
ERR164014,Non-mix,Non-mix,Non-Mix,medium,0.09,314,0.076816327,4.3.3,,,,,1,,,,
ERR164015,Non-Mix,Non-mix,Mix,medium,0.07,358,0.077435897,4.3.3,4.3.4.1,,,,0.01,0.99,,,
ERR164016,Non-Mix,Non-mix,Non-Mix,high,0.12,191,0.109857724,4.3.4.2.1,,,,,1,,,,
ERR164017,Non-Mix,Non-mix,Non-Mix,medium,0.07,316,0.062561983,4.3.4.2.1,,,,,1,,,,
ERR164018,Non-Mix,Non-mix,Non-Mix,medium,0.08,358,0.073718351,4.3.4.2.1,,,,,1,,,,
ERR164019,Non-Mix,Non-mix,Non-Mix,medium,0.09,317,0.093255584,1.1.2,,,,,1,,,,
ERR164020,Non-Mix,Non-mix,Non-Mix,medium,0.07,345,0.081411244,4.3.4.2.1,,,,,1,,,,
ERR164021,Mix,Mix,Mix,high,0.05,456,0.04510116,1.2.2,4.3.4.2.1,,,,0.44,0.56,,,
ERR164022,Non-Mix,Non-mix,Non-Mix,medium,0.1,354,0.073842818,4.3.4.2.1,,,,,1,,,,
ERR164023,Non-Mix,Non-mix,Non-Mix,medium,0.11,324,0.083032874,4.3.4.2.1,,,,,1,,,,
ERR176446,Mix,Mix,Non-Mix,medium,0.14,270,0.069276518,1.2.2,,,,,1,,,,
ERR176447,Non-Mix,Non-mix,Non-Mix,high,0.14,138,0.154301914,4.3.2.1,,,,,1,,,,
ERR176448,Non-Mix,Non-mix,Non-Mix,medium,0.1,242,0.101722959,4.3.3,,,,,1,,,,
ERR176449,Non-Mix,Non-mix,Non-Mix,high,0.12,172,0.092337662,4.8,,,,,1,,,,
ERR176451,Non-Mix,Non-mix,Non-Mix,medium,0.11,264,0.069607095,4.3.4.2.1,,,,,1,,,,
ERR176452,Non-Mix,Non-mix,Non-Mix,medium,0.1,273,0.086123892,4.3.4.2.1,,,,,1,,,,
ERR176453,Non-Mix,Non-mix,Non-Mix,medium,0.09,350,0.068259804,1.2.2.1,,,,,1,,,,
ERR176454,Non-Mix,Non-mix,Non-Mix,high,0.12,185,0.106692913,4.4.1.1,,,,,1,,,,
ERR176455,Non-Mix,Non-mix,Non-Mix,medium,0.12,224,0.12802795,3.1.1,,,,,1,,,,
ERR176456,Non-Mix,Non-mix,Non-Mix,medium,0.06,344,0.06216364,1.1.3.2,,,,,1,,,,
ERR176457,Non-mix,Non-mix,Non-Mix,high,0.11,207,0.082324059,4.8,,,,,1,,,,
ERR176458,Mix,Mix,Mix,low,0.13,203,0.125785622,4.3.3,4.3.4.1,,,,0.88,0.12,,,
ERR176459,Non-Mix,Non-mix,Non-Mix,high,0.14,140,0.12400555,4.3.4.2.1,,,,,1,,,,
ERR176460,Mix,Mix,Mix,medium,0.09,333,0.086482393,1.2.2,4.3.4.2.1,,,,0.02,0.98,,,
ERR176461,Mix,Mix,Non-Mix,medium,0.12,235,0.109380793,4.3.4.2.1,,,,,1,,,,
ERR176462,Non-Mix,Non-mix,Non-Mix,medium,0.12,224,0.105609316,4.3.4.2.1,,,,,1,,,,
ERR176463,Non-Mix,Non-mix,Non-Mix,high,0.13,139,0.114634146,4.3.4.2.1,,,,,1,,,,
ERR176464,Non-Mix,Non-mix,Non-Mix,medium,0.12,317,0.075438043,3.1.1,,,,,1,,,,
ERR176465,Non-Mix,Non-mix,Non-Mix,medium,0.11,256,0.103938037,4.3.4.1,,,,,1,,,,
ERR176466,Non-Mix,Non-mix,Non-Mix,medium,0.13,315,0.07544239,3.1.1,,,,,1,,,,
ERR176467,Non-Mix,Non-mix,Non-Mix,medium,0.12,297,0.091180789,4.3.4.2.1,,,,,1,,,,
ERR176468,Non-Mix,Non-mix,Non-Mix,medium,0.12,305,0.084190536,4.3.4.2.1,,,,,1,,,,
ERR176469,Non-Mix,Non-mix,Non-Mix,medium,0.12,219,0.1075,4.3.4.2.1,,,,,1,,,,
ERR176470,Non-Mix,Non-mix,Non-Mix,high,0.12,156,0.123477553,4.3.4.1,,,,,1,,,,
ERR176471,Non-mix,Non-mix,Non-Mix,medium,0.1,294,0.090449438,3.1.1,,,,,1,,,,
ERR176472,Non-mix,Non-mix,Non-Mix,high,0.12,186,0.1125,4.3.4.2.1,,,,,1,,,,
ERR176473,Non-Mix,Non-mix,Non-Mix,high,0.12,205,0.111177794,4.3.4.2.1,,,,,1,,,,
ERR176474,Non-Mix,Non-mix,Non-Mix,high,0.16,152,0.115317726,4.3.4.2.1,,,,,1,,,,
ERR176476,Non-Mix,Non-mix,Non-Mix,high,0.13,200,0.104545455,1.2.2.1,,,,,1,,,,
ERR176477,Non-Mix,Non-mix,Non-Mix,medium,0.1,272,0.092667315,4.3.4.2.1,,,,,1,,,,
ERR176478,Non-Mix,Non-mix,Non-Mix,high,0.12,208,0.116666667,4.3.4.2.1,,,,,1,,,,
ERR176479,Non-mix,Non-mix,Non-Mix,medium,0.12,311,0.074796557,3.1.1,,,,,1,,,,
ERR176480,Non-Mix,Non-mix,Non-Mix,medium,0.12,301,0.080827586,4.3.4.2.1,,,,,1,,,,
ERR176481,Non-Mix,Non-mix,Non-Mix,medium,0.12,244,0.108064516,3.1.1,,,,,1,,,,
ERR176482,Non-Mix,Non-mix,Non-Mix,high,0.17,95,0.132726648,4.3.4.2.1,,,,,1,,,,
ERR176483,Non-Mix,Non-mix,Non-Mix,medium,0.1,313,0.083204802,1.1.3.2,,,,,1,,,,
ERR176484,Non-Mix,Non-mix,Mix,low,0.12,180,0.12826087,4.4.1.1,4.4.1.2,,,,0.46,0.54,,,
ERR176485,Non-Mix,Non-mix,Non-Mix,high,0.15,200,0.111288515,1.1.2,,,,,1,,,,
ERR176486,Non-Mix,Non-mix,Non-Mix,medium,0.1,314,0.085416667,4.3.4.1,,,,,1,,,,
ERR176487,Non-Mix,Non-mix,Non-Mix,medium,0.09,262,0.0940961,4.3.3,,,,,1,,,,
ERR176488,Non-Mix,Non-mix,Non-Mix,medium,0.1,256,0.091172079,4,,,,,1,,,,
ERR176489,Non-Mix,Non-mix,Mix,high,0.06,374,0.067567929,1,4.3.4.2.1,,,,0.03,0.97,,,
ERR176490,Non-Mix,Non-mix,Non-Mix,medium,0.14,300,0.096153846,1.1.3.2,,,,,1,,,,
ERR176491,Non-Mix,Non-mix,Non-Mix,medium,0.11,356,0.077562184,1.1.3.2,,,,,1,,,,
ERR176492,Non-Mix,Non-mix,Non-Mix,medium,0.12,232,0.10409068,4.3.4.1,,,,,1,,,,
ERR176493,Non-Mix,Non-mix,Non-Mix,medium,0.08,314,0.085064935,4.3.4.1,,,,,1,,,,
ERR176494,Non-Mix,Non-mix,Non-Mix,high,0.12,198,0.106938776,4.3.4.2.1,,,,,1,,,,
ERR176495,Non-Mix,Non-mix,Non-Mix,medium,0.11,274,0.104,4.3.4.2.1,,,,,1,,,,
ERR176496,Non-Mix,Non-mix,Non-Mix,medium,0.11,324,0.080499587,4.3.4.2.1,,,,,1,,,,
ERR176497,Non-Mix,Non-mix,Non-Mix,medium,0.1,254,0.097090909,3.1.1,,,,,1,,,,
ERR176498,Non-Mix,Non-mix,Non-Mix,high,0.12,169,0.123453608,3,,,,,1,,,,
ERR176499,Non-Mix,Non-mix,Non-Mix,high,0.12,212,0.100467206,4.3.4.2.1,,,,,1,,,,
ERR176500,Non-Mix,Non-mix,Non-Mix,medium,0.11,225,0.079114297,4.3.4.2.1,,,,,1,,,,
ERR176501,Non-Mix,Non-mix,Non-Mix,medium,0.11,251,0.097871397,4.3.4.2.1,,,,,1,,,,
ERR176502,Non-Mix,Non-mix,Non-Mix,medium,0.12,317,0.111746372,4.3.4.2.1,,,,,1,,,,
ERR176503,Non-Mix,Non-mix,Non-Mix,medium,0.14,228,0.108732057,4.3.4.2.1,,,,,1,,,,
ERR176504,Non-Mix,Non-mix,Non-Mix,medium,0.13,254,0.100026702,3.1.1,,,,,1,,,,
ERR176505,Non-Mix,Non-mix,Non-Mix,medium,0.11,310,0.090398477,4.3.4.2.1,,,,,1,,,,
ERR176506,Non-Mix,Non-mix,Non-Mix,high,0.14,215,0.10525,4.3.4.2.1,,,,,1,,,,
ERR176507,Non-Mix,Non-mix,Non-Mix,medium,0.12,243,0.108064516,4.3.4.2.1,,,,,1,,,,
ERR176508,Non-Mix,Non-mix,Non-Mix,medium,0.12,226,0.097786898,4.3.4.2.1,,,,,1,,,,
ERR176509,Non-Mix,Non-mix,Non-Mix,medium,0.1,287,0.089757018,4.3.4.1,,,,,1,,,,
ERR176510,Non-Mix,Non-mix,Non-Mix,medium,0.11,293,0.091221374,4.3.4.1,,,,,1,,,,
ERR176511,Non-Mix,Non-mix,Non-Mix,medium,0.08,287,0.08569728,4.3.4.2.1,,,,,1,,,,
ERR176512,Non-Mix,Non-mix,Non-Mix,medium,0.13,233,0.106842105,4.3.4.2.1,,,,,1,,,,
ERR176514,Mix,Non-mix,Non-Mix,medium,0.12,233,0.108235133,4.3.4.2.1,,,,,1,,,,
ERR176515,Non-Mix,Non-mix,Non-Mix,medium,0.11,246,0.085928962,4.3.3,,,,,1,,,,
ERR176517,Non-Mix,Non-mix,Non-Mix,high,0.12,135,0.105134928,1.1.3.2,,,,,1,,,,
ERR176518,Non-Mix,Non-mix,Mix,high,0.14,414,0.122,4.3.4.2.1,4.4.1.2,,,,0.87,0.13,,,
ERR176519,Non-Mix,Non-mix,Non-Mix,medium,0.11,288,0.095240761,4.3.4.2.1,,,,,1,,,,
ERR176520,Non-Mix,Non-mix,Non-Mix,medium,0.12,237,0.082418525,4.3.4.2.1,,,,,1,,,,
ERR176521,Mix,Mix,Non-Mix,high,0.1,205,0.098101266,4.3.4.2.1,,,,,1,,,,
ERR176522,Non-Mix,Non-mix,Non-Mix,medium,0.1,281,0.098954913,4.1.1.3,,,,,1,,,,
ERR176523,Non-Mix,Non-mix,Non-Mix,medium,0.12,315,0.095342544,3,,,,,1,,,,
